address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes,lat,lon
"14300 Entertainment Blvd, Richmond, BC V6W 1K3",,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,"pools, spray park, fitness",,49.1358937,-123.0631315
"14300 Entertainment Blvd, Richmond, BC V6W 1K3",,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,"pools, spray park, fitness",,49.1358937,-123.0631315
"14300 Entertainment Blvd, Richmond, BC V6W 1K3",,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,49.1358937,-123.0631315
"14300 Entertainment Blvd, Richmond, BC V6W 1K3",,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, spray park, fitness",,49.1358937,-123.0631315
"1447 Barclay St, Vancouver, BC V6G 1J6",,,Barclay Manor,https://westendcc.ca/barclay-manor/,Leisure / Community Centres,Seniors,Indoor,Public,1447,Barclay Street,,Vancouver,BC,V6G 1J6,,,senior's centre with fitness classes,,49.2872096,-123.1325898
"1447 Barclay St, Vancouver, BC V6G 1J6",,,Barclay Manor,https://westendcc.ca/barclay-manor/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1447,Barclay Street,,Vancouver,BC,V6G 1J6,,,senior's centre with fitness classes,,49.2872096,-123.1325898
"145 W 1st St, North Vancouver, BC V7M 1B1",,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,Leisure / Community Centres,General,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",,49.312323,-123.0808707
"145 W 1st St, North Vancouver, BC V7M 1B1",,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",,49.312323,-123.0808707
"145 W 1st St, North Vancouver, BC V7M 1B1",,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",,49.312323,-123.0808707
"145 W 1st St, North Vancouver, BC V7M 1B1",,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",,49.312323,-123.0808707
"145 W 1st St, North Vancouver, BC V7M 1B1",,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",,49.312323,-123.0808707
"1450 Parkway Blvd, Coquitlam, BC V3E 3L2",,,Summit Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/summit-community-centre.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"pools, fitness",,49.295501,-122.8064909
"1450 Parkway Blvd, Coquitlam, BC V3E 3L2",,,Summit Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/summit-community-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pools, fitness",,49.295501,-122.8064909
"14600 North Bluff Rd, White Rock, BC V4B 3C9",,,Centennial Arena,https://www.whiterockcity.ca/Facilities/Facility/Details/Centennial-Park-Leisure-Centre-Arena-15,Ice,Single surface,Indoor,Public,14600,North Bluff Road,,White Rock,BC,V4B 3C9,,,Ice think (becomes dry floor from April to August),,49.0311682,-122.8174569
"14600 North Bluff Rd, White Rock, BC V4B 3C9",,,Centennial Arena,https://www.whiterockcity.ca/Facilities/Facility/Details/Centennial-Park-Leisure-Centre-Arena-15,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,14600,North Bluff Road,,White Rock,BC,V4B 3C9,,,Ice think (becomes dry floor from April to August),,49.0311682,-122.8174569
"14601 20 Ave, Surrey, BC V4A 9P5",,,South Surrey Recreation and Arts Centre,https://www.surrey.ca/culture-recreation/1918.aspx,Leisure / Community Centres,General,Indoor,Public,14601,20 Avenue,,Surrey,BC,V4A 9P5,,,"community centre with programs for children, youth and seniors, gym, fitness, tennis, skate park",,49.0398213,-122.8186066
"14601 20 Ave, Surrey, BC V4A 9P5",,,South Surrey Recreation and Arts Centre,https://www.surrey.ca/culture-recreation/1918.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,14601,20 Avenue,,Surrey,BC,V4A 9P5,,,"community centre with programs for children, youth and seniors, gym, fitness, tennis, skate park",,49.0398213,-122.8186066
"14601 20 Ave, Surrey, BC V4A 9P5",,,South Surrey Recreation and Arts Centre,https://www.surrey.ca/culture-recreation/1918.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,14601,20 Avenue,,Surrey,BC,V4A 9P5,,,"community centre with programs for children, youth and seniors, gym, fitness, tennis, skate park",,49.0398213,-122.8186066
"14655 17 Ave, Surrey, BC V4A 5M2",,,South Surrey Indoor Pool,https://www.surrey.ca/culture-recreation/1755.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,14655,17 Avenue,,Surrey,BC,V4A 5M2,,,pool and fitness,,49.0333255,-122.8157273
"14655 17 Ave, Surrey, BC V4A 5M2",,,South Surrey Indoor Pool,https://www.surrey.ca/culture-recreation/1755.aspx,Aquatics,Leisure / wading pools,Indoor,Public,14655,17 Avenue,,Surrey,BC,V4A 5M2,,,pool and fitness,,49.0333255,-122.8157273
"14655 17 Ave, Surrey, BC V4A 5M2",,,South Surrey Indoor Pool,https://www.surrey.ca/culture-recreation/1755.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,14655,17 Avenue,,Surrey,BC,V4A 5M2,,,pool and fitness,,49.0333255,-122.8157273
"1475 Anderson St, White Rock, BC V4B 0A8",,White Rock,Peace Arch Curling Club,https://peacearchcurling.com/,Ice,Curling,Indoor,Public,1475,Anderson Street,,White Rock,BC,V4B 0A8,,,,,49.0287965,-122.8173146
"1475 Anderson St, White Rock, BC V4B 0A8",,,Horst and Emmy Werner Centre for Active Living,https://www.whiterockcity.ca/Facilities/Facility/Details/Horst-and-Emmy-Werner-Centre-for-Active--20,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.0287965,-122.8173146
"1475 Kent St, White Rock, BC V4B 5A2",,,Kent Street Activity Centre,https://www.whiterockcity.ca/Facilities/Facility/Details/Kent-Street-Activity-Centre-12,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.0289149,-122.7849962
"1491 Carleton Ave, Burnaby, BC V5C 4V5",,,Willingdon Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Willingdon-Centre.html,Leisure / Community Centres,General,Indoor,Public,1491,Carleton Avenue,,Burnaby ,BC,V5C 4V5,,,"community centre, fitness",,49.2711845,-123.0131254
"1491 Carleton Ave, Burnaby, BC V5C 4V5",,,Willingdon Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Willingdon-Centre.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1491,Carleton Avenue,,Burnaby ,BC,V5C 4V5,,,"community centre, fitness",,49.2711845,-123.0131254
"1491 Carleton Ave, Burnaby, BC V5C 4V5",,,Willingdon Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Willingdon-Centre.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,49.2711845,-123.0131254
"15000 54a Ave, Surrey, BC V3S 5X7",,,Excellent Ice,https://excellentice.com/,Ice,2+ surfaces,Indoor,Public,15000,54a Avenue,,Surrey,BC,V3S 5X7,,,,,49.1012476,-122.8076873
"15105 105 Ave, Surrey, BC V3R 7G8",,,Guildford Recreation Centre,https://www.surrey.ca/culture-recreation/1876.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,15105,105 Avenue,,Surrey,BC,V3R 7G8,,,"pool, gym, fitness, indoor track",,49.1935859,-122.8026847
"15105 105 Ave, Surrey, BC V3R 7G8",,,Guildford Recreation Centre,https://www.surrey.ca/culture-recreation/1876.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,15105,105 Avenue,,Surrey,BC,V3R 7G8,,,"pool, gym, fitness, indoor track",,49.1935859,-122.8026847
"15105 105 Ave, Surrey, BC V3R 7G8",,,Guildford Recreation Centre,https://www.surrey.ca/culture-recreation/1876.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,15105,105 Avenue,,Surrey,BC,V3R 7G8,,,"pool, gym, fitness, indoor track",,49.1935859,-122.8026847
"15105 105 Ave, Surrey, BC V3R 7G8",,,Guildford Recreation Centre,https://www.surrey.ca/culture-recreation/1876.aspx,Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,15105,105 Avenue,,Surrey,BC,V3R 7G8,,,"pool, gym, fitness, indoor track",,49.1935859,-122.8026847
"15154 Russell Ave, White Rock, BC V4B 0A6",,,White Rock Community Centre,https://www.whiterockcity.ca/Facilities/Facility/Details/White-Rock-Community-Centre-1,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.0290134,-122.8022107
"1544 Foster St, White Rock, BC V4B 3X8",,,White Rock South Surrey Skating Club,https://www.wrsssc.com/,Ice,Single surface,Indoor,Public,1544,Foster Street,,White Rock,BC,V4B 3X8,,,,,49.0306936,-122.8038578
"15996 84 Ave, Surrey, BC V4N 0W1",,,Fleetwood Community Centre,https://www.surrey.ca/culture-recreation/1858.aspx,Leisure / Community Centres,General,Indoor,Public,15996,84 Avenue,,Surrey,BC,V4N 0W1,,,"community centre with programs for children, youth and seniors, gym, fitness",,49.1552275,-122.7797924
"15996 84 Ave, Surrey, BC V4N 0W1",,,Fleetwood Community Centre,https://www.surrey.ca/culture-recreation/1858.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,15996,84 Avenue,,Surrey,BC,V4N 0W1,,,"community centre with programs for children, youth and seniors, gym, fitness",,49.1552275,-122.7797924
"15996 84 Ave, Surrey, BC V4N 0W1",,,Fleetwood Community Centre,https://www.surrey.ca/culture-recreation/1858.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,15996,84 Avenue,,Surrey,BC,V4N 0W1,,,"community centre with programs for children, youth and seniors, gym, fitness",,49.1552275,-122.7797924
"1630 W 15th Ave, Vancouver, BC V6J 2K7",,,Vancouver Lawn Tennis & Badminton Club,https://www.vanlawn.com/default.aspx?p=DynamicModule&pageid=354597&ssid=261054&vnf=1,Aquatics,25m pool with or without other pools,Both,Private,1630,W 15th Avenue,,Vancouver,BC,V6J 2K7,,,"indoor/outdoor pool, tennis, badminton, fitness",,49.2578591,-123.141893
"1630 W 15th Ave, Vancouver, BC V6J 2K7",,,Vancouver Lawn Tennis & Badminton Club,https://www.vanlawn.com/default.aspx?p=DynamicModule&pageid=354597&ssid=261054&vnf=1,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,1630,W 15th Avenue,,Vancouver,BC,V6J 2K7,,,"indoor/outdoor pool, tennis, badminton, fitness",,49.2578591,-123.141893
"1630 W 15th Ave, Vancouver, BC V6J 2K7",,,Vancouver Lawn Tennis & Badminton Club,https://www.vanlawn.com/default.aspx?p=DynamicModule&pageid=354597&ssid=261054&vnf=1,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Both,Private,1630,W 15th Avenue,,Vancouver,BC,V6J 2K7,,,"indoor/outdoor pool, tennis, badminton, fitness",,49.2578591,-123.141893
"1630 W 15th Ave, Vancouver, BC V6J 2K7",,,Vancouver Lawn Tennis & Badminton Club,https://www.vanlawn.com/default.aspx?p=DynamicModule&pageid=354597&ssid=261054&vnf=1,Physical Recreation & Sports,Fitness centres / areas ,Both,Private,1630,W 15th Avenue,,Vancouver,BC,V6J 2K7,,,"indoor/outdoor pool, tennis, badminton, fitness",,49.2578591,-123.141893
"1630 W 5th Ave, Vancouver, BC V6J 1N8",,,Aquaventures Swim Centre,https://www.aquaventuresswim.com/,Aquatics,25m pool with or without other pools,Indoor,Public,1630,W 5th Avenue ,,Vancouver,BC,V6J 1N8,,,,,49.2666823,-123.1420412
"1650 Foster Ave, Coquitlam, BC V3J 7X1",,,The Tennis Centre,http://coquitlam.thetenniscentre.ca/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Public,5891,144 Street,,Coquitlam,BC,V3X 1A6,,,,,49.255568,-122.8489072
"1655 Winslow Ave, Coquitlam, BC V3J 0E7",,,Dogwood Pavilion,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/dogwood-pavilion.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2542081,-122.8471909
"16555 Fraser Hwy, Surrey, BC V4N 0E9",,,Surrey Sport & Leisure Complex,https://www.surrey.ca/culture-recreation/1888.aspx,Aquatics,50m+ pool with or without other pools,Indoor,Public,16555,Fraser Highway #100,,Surrey,BC,V4N 0E9,,,"Olympic-sized pool, ice rinks, gym, fitness",,49.1527858,-122.7640361
"16555 Fraser Hwy, Surrey, BC V4N 0E9",,,Surrey Sport & Leisure Complex,https://www.surrey.ca/culture-recreation/1888.aspx,Aquatics,Leisure / wading pools,Indoor,Public,16555,Fraser Highway #100,,Surrey,BC,V4N 0E9,,,"Olympic-sized pool, ice rinks, gym, fitness",,49.1527858,-122.7640361
"16555 Fraser Hwy, Surrey, BC V4N 0E9",,,Surrey Sport & Leisure Complex,https://www.surrey.ca/culture-recreation/1888.aspx,Ice,2+ surfaces,Indoor,Public,16555,Fraser Highway #100,,Surrey,BC,V4N 0E9,,,"Olympic-sized pool, ice rinks, gym, fitness",,49.1527858,-122.7640361
"16555 Fraser Hwy, Surrey, BC V4N 0E9",,,Surrey Sport & Leisure Complex,https://www.surrey.ca/culture-recreation/1888.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,16555,Fraser Highway #100,,Surrey,BC,V4N 0E9,,,"Olympic-sized pool, ice rinks, gym, fitness",,49.1527858,-122.7640361
"16555 Fraser Hwy, Surrey, BC V4N 0E9",,,Surrey Sport & Leisure Complex,https://www.surrey.ca/culture-recreation/1888.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,16555,Fraser Highway #100,,Surrey,BC,V4N 0E9,,,"Olympic-sized pool, ice rinks, gym, fitness",,49.1527858,-122.7640361
"1661 Napier St, Vancouver, BC V5L 4X4",,,Britannia Centre,https://www.britanniacentre.org/facilities.php,Leisure / Community Centres,General,Both,Public,1661,Napier Street,,Vancouver,BC,V5L 4X4,,,"community centre with programs for children, youth, adults, 55+, pool, ice rink, fitness, gym, sports fields, tennis, running track",,49.2750517,-123.070414
"1661 Napier St, Vancouver, BC V5L 4X4",,,Britannia Centre,https://www.britanniacentre.org/facilities.php,Aquatics,25m pool with or without other pools,Indoor,Public,1661,Napier Street,,Vancouver,BC,V5L 4X4,,,"community centre with programs for children, youth, adults, 55+, pool, ice rink, fitness, gym, sports fields, tennis, running track",,49.2750517,-123.070414
"1661 Napier St, Vancouver, BC V5L 4X4",,,Britannia Centre,https://www.britanniacentre.org/facilities.php,Aquatics,Leisure / wading pools,Indoor,Public,1661,Napier Street,,Vancouver,BC,V5L 4X4,,,"community centre with programs for children, youth, adults, 55+, pool, ice rink, fitness, gym, sports fields, tennis, running track",,49.2750517,-123.070414
"1661 Napier St, Vancouver, BC V5L 4X4",,,Britannia Centre,https://www.britanniacentre.org/facilities.php,Ice,Single surface,Indoor,Public,1661,Napier Street,,Vancouver,BC,V5L 4X4,,,"community centre with programs for children, youth, adults, 55+, pool, ice rink, fitness, gym, sports fields, tennis, running track",,49.2750517,-123.070414
"1661 Napier St, Vancouver, BC V5L 4X4",,,Britannia Centre,https://www.britanniacentre.org/facilities.php,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1661,Napier Street,,Vancouver,BC,V5L 4X4,,,"community centre with programs for children, youth, adults, 55+, pool, ice rink, fitness, gym, sports fields, tennis, running track",,49.2750517,-123.070414
"1661 Napier St, Vancouver, BC V5L 4X4",,,Britannia Centre,https://www.britanniacentre.org/facilities.php,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1661,Napier Street,,Vancouver,BC,V5L 4X4,,,"community centre with programs for children, youth, adults, 55+, pool, ice rink, fitness, gym, sports fields, tennis, running track",,49.2750517,-123.070414
"16824 32 Ave, Surrey, BC V3S 0L5",,,Kensington Prairie Community Centre,https://www.surrey.ca/culture-recreation/7794.aspx,Leisure / Community Centres,Youth,Indoor,Public,16824,32 Avenue,,Surrey,BC,V3S 0L5,,,"community centre with programs for children, gym",,49.0598683,-122.7553195
"16824 32 Ave, Surrey, BC V3S 0L5",,,Kensington Prairie Community Centre,https://www.surrey.ca/culture-recreation/7794.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,16824,32 Avenue,,Surrey,BC,V3S 0L5,,,"community centre with programs for children, gym",,49.0598683,-122.7553195
"16855 24 Ave, Surrey, BC V3S 0A2",,,Grandview Heights Aquatic Centre,https://www.surrey.ca/culture-recreation/14315.aspx,Aquatics,50m+ pool with or without other pools,Indoor,Public,16855,24 Avenue,,Surrey,BC,V3S 0A2,,,"Olympic-size competition pool, fitness",,49.0461582,-122.7555516
"16855 24 Ave, Surrey, BC V3S 0A2",,,Grandview Heights Aquatic Centre,https://www.surrey.ca/culture-recreation/14315.aspx,Aquatics,Leisure / wading pools,Indoor,Public,16855,24 Avenue,,Surrey,BC,V3S 0A2,,,"Olympic-size competition pool, fitness",,49.0461582,-122.7555516
"16855 24 Ave, Surrey, BC V3S 0A2",,,Grandview Heights Aquatic Centre,https://www.surrey.ca/culture-recreation/14315.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,16855,24 Avenue,,Surrey,BC,V3S 0A2,,,"Olympic-size competition pool, fitness",,49.0461582,-122.7555516
"1720 56 St, Delta, BC V4L 2B1",,,Tunnel Town Curling Club,http://www.tunneltowncurlingclub.com/,Ice,Curling,Indoor,Both,1720,56 Street,,Delta,BC,V4L 2B1,,,,,49.0352568,-123.0668149
"1720 56 St, Delta, BC V4L 2B1",,,South Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/south-delta-recreation-centre,Ice,Single surface,Indoor,Public,,,,,,,,,"arena, gym",,49.0352568,-123.0668149
"1720 56 St, Delta, BC V4L 2B1",,,South Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/south-delta-recreation-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"arena, gym",,49.0352568,-123.0668149
"1720 56 St, Delta, BC V4L 2B1",,,South Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/south-delta-recreation-centre,Ice,Curling,Indoor,Public,,,,,,,,,,,49.0352568,-123.0668149
"1750 Haro St, Vancouver, BC V6G 1K6",,,West End Rink,https://vancouver.ca/parks-recreation-culture/west-end-rink.aspx,Ice,Single surface,Indoor,Public,,,,,,,,,,,49.290205,-123.1363811
"1751 Savage Rd, Richmond, BC V6V 1R1",,,Marina's Swim School ,https://marinaswimschool.com/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,49.2014294,-123.0605251
"181 Keefer Pl, Vancouver, BC V6B 6C1",,,Ajyal Islamic Centre,http://www.ajyal.ca/,Leisure / Community Centres,General,Indoor,Public,181,Keefer Place,202,Vancouver,BC,V6B 6C1,,,islamic community centre,,49.2800759,-123.1083327
"181 Roundhouse Mews, Vancouver, BC V6Z 2W3",,,Roundhouse Community Arts & Recreation Centre,http://roundhouse.ca/,Leisure / Community Centres,General,Both,Public,181,Roundhouse Mews,,Vancouver,BC,V6Z 2W3,,,"community centre with programs for children, youth, adults and 'older adults', fitness",,49.273368,-123.1217496
"181 Roundhouse Mews, Vancouver, BC V6Z 2W3",,,Roundhouse Community Arts & Recreation Centre,http://roundhouse.ca/,Physical Recreation & Sports,Fitness centres / areas ,Both,Public,181,Roundhouse Mews,,Vancouver,BC,V6Z 2W3,,,"community centre with programs for children, youth, adults and 'older adults', fitness",,49.273368,-123.1217496
"181 Roundhouse Mews, Vancouver, BC V6Z 2W3",,,Roadhouse Community Arts & Recreation Centre,http://roundhouse.ca/,Leisure / Community Centres,General,Indoor,Public,181,Roundhouse Mews,,Vancouver,BC,V6Z 2W3,,,"programs for children, youth, adults and seniors",,49.273368,-123.1217496
"1845 154 St, Surrey, BC V4A 5J8",,,Sunnyside Community Hall,https://www.surrey.ca/culture-recreation/6054.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.0358069,-122.7961525
"18513 70 Ave, Surrey, BC  V4N 6B6",,,Clayton Hall,https://www.surrey.ca/culture-recreation/13137.aspx,Leisure / Community Centres,General,Indoor,Public,18513,70 Avenue,,Surrey,BC,V4N 6B6,,,,,49.1300447,-122.7091312
"1st St &, 3rd Ave, New Westminster, BC V3L 1L7",,New Westminster,Queen's Park Arena,https://www.newwestcity.ca/parks-and-recreation/facilities/queens-park-arena,Ice,Single surface,Indoor,Private,?,1st Street and 3rd Avenue,,New Westminster,BC,V3l 1L7,,,skating/hockey/lacrosse,only intersection provided - no civic address,36.307721,-95.302866
"1st St &, 3rd Ave, New Westminster, BC V3L 1L7",,,Queen's Park Arena,https://www.newwestcity.ca/parks-and-recreation/facilities/queens-park-arena,Physical Recreation & Sports,Gymnasiums ,Indoor,Private,?,1st Street and 3rd Avenue,,New Westminster,BC,V3l 1L7,,,skating/hockey/lacrosse,only intersection provided - no civic address,36.307721,-95.302866
"200 Panorama Pl, Port Moody, BC V3H 5H5",,,Heritage Mountain Community Centre,https://www.portmoody.ca/en/recreation-parks-and-environment/facilities-and-rentals.aspx#Heritage-Mountain-Community-Centre,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.3017444,-122.8301661
"2001 Nanton Ave, Vancouver, BC V6J 4A1",,,The Arbutus Club,https://www.arbutusclub.com/,Aquatics,25m pool with or without other pools,Indoor,Private,2001,Nanton Avenue,,Vancouver,BC,V6J 4A1,,,"aquatics, fitness, racquetball, tennis, ice rink",,49.2487192,-123.1517219
"2001 Nanton Ave, Vancouver, BC V6J 4A1",,,The Arbutus Club,https://www.arbutusclub.com/,Aquatics,Leisure / wading pools,Indoor,Private,2001,Nanton Avenue,,Vancouver,BC,V6J 4A1,,,"aquatics, fitness, racquetball, tennis, ice rink",,49.2487192,-123.1517219
"2001 Nanton Ave, Vancouver, BC V6J 4A1",,,The Arbutus Club,https://www.arbutusclub.com/,Ice,Single surface,Indoor,Private,2001,Nanton Avenue,,Vancouver,BC,V6J 4A1,,,"aquatics, fitness, racquetball, tennis, ice rink",,49.2487192,-123.1517219
"2001 Nanton Ave, Vancouver, BC V6J 4A1",,,The Arbutus Club,https://www.arbutusclub.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,2001,Nanton Avenue,,Vancouver,BC,V6J 4A1,,,"aquatics, fitness, racquetball, tennis, ice rink",,49.2487192,-123.1517219
"2001 Nanton Ave, Vancouver, BC V6J 4A1",,,The Arbutus Club,https://www.arbutusclub.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,2001,Nanton Avenue,,Vancouver,BC,V6J 4A1,,,"aquatics, fitness, racquetball, tennis, ice rink",,49.2487192,-123.1517219
"2001 Nanton Ave, Vancouver, BC V6J 4A1",,,The Arbutus Club,https://www.arbutusclub.com/,Physical Recreation & Sports,Gymnasiums ,Indoor,Private,,,,,,,,,,,49.2487192,-123.1517219
"2001 Nanton Ave, Vancouver, BC V6J 4A1",,,The Arbutus Club,https://www.arbutusclub.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Private,2001,Nanton Avenue,,Vancouver,BC,V6J 4A1,,,"aquatics, fitness, racquetball, tennis, ice rink",,49.2487192,-123.1517219
"20165 91a Ave, Langley City, BC V1M 3A2",,,Langley Sportsplex,http://www.sportsplexbc.com/,Ice,Single surface,Indoor,Public,20165,91a Avenue,100,Langley City,BC,V1M 3A2,,,ice rink and private fitness facility,,49.1692102,-122.6634894
"20165 91a Ave, Langley City, BC V1M 3A2",,,Langley Sportsplex,http://www.sportsplexbc.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,20165,91a Avenue,100,Langley City,BC,V1M 3A2,,,ice rink and private fitness facility,,49.1692102,-122.6634894
"20338 65 Ave, Langley City, BC V2Y 3J1",,,Willowbrook Recreation Centre,https://www.tol.ca/recreation-culture/facilities/willowbrook-recreation-centre/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,20338,65 Avenue,,Langley City,BC,V2Y 3J1,,,,,49.1203699,-122.6592704
"20399 Douglas Crescent, Langley City, BC V3A 4B3",,,Timms Community Centre,https://city.langley.bc.ca/index.php/parks-recreation/recreation/fitness-schedule,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,20399,Douglas Crescent,,Langley City,BC,V3A 4B3,,,"gym, fitness",,49.1039437,-122.6570497
"20399 Douglas Crescent, Langley City, BC V3A 4B3",,,Timms Community Centre,https://city.langley.bc.ca/index.php/parks-recreation/recreation/fitness-schedule,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,20399,Douglas Crescent,,Langley City,BC,V3A 4B3,Douglas Crescent,,"gym, fitness",,49.1039437,-122.6570497
"2055 Rosser Ave, Burnaby, BC V5C 0H1",,,Burnaby Community Services,https://www.bbyservices.ca/index.php,Leisure / Community Centres,General,Indoor,Public,2055,Rosser Avenue,,Burnaby ,BC,V5C 0H1,,,,,49.2661932,-123.0063858
"2055 Rosser Ave, Burnaby, BC V5C 5Y1",,,Brentwood Community Resource Centre,https://www.mosaicbc.org/venue/brentwood-community-resource-centre/,Leisure / Community Centres,General,Indoor,Public,2055,Rosser Avenue,,Burnaby ,BC,V5C 5Y1,,,,,49.2661932,-123.0063858
"20550 Douglas Crescent, Langley City, BC V3A 4B3",,,Douglas Recreation Centre,https://www.google.ca/search?ei=G0MoXvPUKozl_QaN-IGgAg&q=douglas+recreation+centre+langley&oq=douglas+recreation+centre+la&gs_l=psy-ab.3.0.0j0i22i30l3.54093.58472..59368...0.1..0.155.2457.25j3......0....1..gws-wiz.......0i71j0i273j0i131j0i67.4wrA6eaUM6k,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,20550,Douglas Crescent,,Langley City,BC,V3A 4B3,,,no website - Google comments state there is a fitness studio,,49.1024149,-122.652825
"20605 51b Ave, Langley City, BC V3A 9H1",,,Langley Senior Resources Society,http://lsrs.ca/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,49.0974495,-122.6508082
