idx,street_no,street_name,postal_code,city,province,address
4603,77,river road,P0J1H0,englehart,ontario,"77, river road, englehart, ontario, P0J1H0"
4626,6747,oakwood drive,L2G0J3,niagara falls,ontario,"6747, oakwood drive, niagara falls, ontario, L2G0J3"
5874,6400,valley way,L2E7E3,niagara falls,ontario,"6400, valley way, niagara falls, ontario, L2E7E3"
3252,5307,canotek road,K1J9M2,ottawa,ontario,"5307, canotek road, ottawa, ontario, K1J9M2"
3253,3051,constitution boulevard,L4Y2Z1,mississauga,ontario,"3051, constitution boulevard, mississauga, ontario, L4Y2Z1"
3254,36,page street,L2R4A7,st catharines,ontario,"36, page street, st catharines, ontario, L2R4A7"
3255,71,sanford avenue n,L8L8G6,hamilton,ontario,"71, sanford avenue n, hamilton, ontario, L8L8G6"
3256,55,the queensway w,L5B1B5,mississauga,ontario,"55, the queensway w, mississauga, ontario, L5B1B5"
3257,66,roncesvalles avenue,M6R3A7,toronto,ontario,"66, roncesvalles avenue, toronto, ontario, M6R3A7"
3259,555,main street s,K0C1A0,alexandria,ontario,"555, main street s, alexandria, ontario, K0C1A0"
3263,50,dickson street,N1R5W8,cambridge,ontario,"50, dickson street, cambridge, ontario, N1R5W8"
3264,1,carden street,N1H3A1,guelph,ontario,"1, carden street, guelph, ontario, N1H3A1"
3265,35,weber street w,N2H3Z1,kitchener,ontario,"35, weber street w, kitchener, ontario, N2H3Z1"
3266,710,southdale road e,N6E1R8,london,ontario,"710, southdale road e, london, ontario, N6E1R8"
3267,350,burwell road,N5P0A3,saint thomas,ontario,"350, burwell road, saint thomas, ontario, N5P0A3"
3268,500,donald street,P7E5V3,thunder bay,ontario,"500, donald street, thunder bay, ontario, P7E5V3"
3648,481,melrose boulevard,P4N5H3,timmins,ontario,"481, melrose boulevard, timmins, ontario, P4N5H3"
3270,100,regina street s,N2J4A8,waterloo,ontario,"100, regina street s, waterloo, ontario, N2J4A8"
3271,360,fairview avenue w,N8M1Y6,essex,ontario,"360, fairview avenue w, essex, ontario, N8M1Y6"
3272,1,huron street,N5A5S4,stratford,ontario,"1, huron street, stratford, ontario, N5A5S4"
3273,1,halton hills drive,L7G5G2,halton hills,ontario,"1, halton hills drive, halton hills, ontario, L7G5G2"
3274,317,james street s,N4X1B5,saint marys,ontario,"317, james street s, saint marys, ontario, N4X1B5"
3275,608,winnipeg avenue,P0T2S0,schreiber,ontario,"608, winnipeg avenue, schreiber, ontario, P0T2S0"
3276,1669,arthur street,P0R1J0,richards landing,ontario,"1669, arthur street, richards landing, ontario, P0R1J0"
3278,1710,dufferin street,M6E3P2,toronto,ontario,"1710, dufferin street, toronto, ontario, M6E3P2"
3279,425,sherbourne street,M4X1K5,toronto,ontario,"425, sherbourne street, toronto, ontario, M4X1K5"
3280,550,queen street e,M5A1V2,toronto,ontario,"550, queen street e, toronto, ontario, M5A1V2"
3281,205,hiram street,P1L1T9,bracebridge,ontario,"205, hiram street, bracebridge, ontario, P1L1T9"
3282,119,memorial,L3V5X1,orillia,ontario,"119, memorial, orillia, ontario, L3V5X1"
3283,,rr 2,P9A3M3,fort frances,ontario,"rr 2, fort frances, ontario, P9A3M3"
3284,78,riverside drive,N6H1B4,london,ontario,"78, riverside drive, london, ontario, N6H1B4"
3285,1,industrial park road,P0R1B0,blind river,ontario,"1, industrial park road, blind river, ontario, P0R1B0"
3286,512,thunder bridge road,K9V4R1,kawartha lakes,ontario,"512, thunder bridge road, kawartha lakes, ontario, K9V4R1"
3287,1387,beachburg road,K0J1C0,beachburg,ontario,"1387, beachburg road, beachburg, ontario, K0J1C0"
3288,12472,york durham line,L4A3L2,whitchurch-stouffville,ontario,"12472, york durham line, whitchurch-stouffville, ontario, L4A3L2"
3289,317079,highway 6,N0H1G0,chatsworth,ontario,"317079, highway 6, chatsworth, ontario, N0H1G0"
3290,66,victoria street,N0M2N0,lambton shores,ontario,"66, victoria street, lambton shores, ontario, N0M2N0"
3291,6124,ana street,N0K1C0,brunner,ontario,"6124, ana street, brunner, ontario, N0K1C0"
3292,185,lakewood park road,P1H1Y7,huntsville,ontario,"185, lakewood park road, huntsville, ontario, P1H1Y7"
3293,4319,cove road,K0G1V0,portland,ontario,"4319, cove road, portland, ontario, K0G1V0"
3294,10072,oxbow drive,N0L1R0,komoka,ontario,"10072, oxbow drive, komoka, ontario, N0L1R0"
3295,9504,highway 38,K0H1T0,godfrey,ontario,"9504, highway 38, godfrey, ontario, K0H1T0"
3296,4676,darks side road,K0A2X0,pakenham,ontario,"4676, darks side road, pakenham, ontario, K0A2X0"
3297,440,essex road 8,N0R1V0,south woodslee,ontario,"440, essex road 8, south woodslee, ontario, N0R1V0"
3298,6369,wellington county road 9,N4W3G8,listowel,ontario,"6369, wellington county road 9, listowel, ontario, N4W3G8"
3609,671,frank street,N0H2T0,wiarton,ontario,"671, frank street, wiarton, ontario, N0H2T0"
3446,39262,fingal line,N5P3S5,saint thomas,ontario,"39262, fingal line, saint thomas, ontario, N5P3S5"
5562,475,talbot street e,N5H3A5,aylmer,ontario,"475, talbot street e, aylmer, ontario, N5H3A5"
3713,206,toronto street s,N0C1H0,markdale,ontario,"206, toronto street s, markdale, ontario, N0C1H0"
4175,875,sixth street e,N4K5W5,owen sound,ontario,"875, sixth street e, owen sound, ontario, N4K5W5"
5052,575,saddler street e,N0G1R0,durham,ontario,"575, saddler street e, durham, ontario, N0G1R0"
3808,476,dundas street w,K8N5B2,belleville,ontario,"476, dundas street w, belleville, ontario, K8N5B2"
3957,820,turnberry street,N0G1H0,brussels,ontario,"820, turnberry street, brussels, ontario, N0G1H0"
3958,,rr 5,N0M1L0,clinton,ontario,"rr 5, clinton, ontario, N0M1L0"
4139,3958,petrolia line,N0N1R0,petrolia,ontario,"3958, petrolia line, petrolia, ontario, N0N1R0"
4327,749,devine street,N7T1X3,sarnia,ontario,"749, devine street, sarnia, ontario, N7T1X3"
4540,39,morris street,N0N1J0,lambton shores,ontario,"39, morris street, lambton shores, ontario, N0N1J0"
3314,9,international drive,K8A6W5,pembroke,ontario,"9, international drive, pembroke, ontario, K8A6W5"
4395,725,pembroke street w,K8A8S6,pembroke,ontario,"725, pembroke street w, pembroke, ontario, K8A8S6"
3624,101,thompsons road,L9M0V3,penetanguishene,ontario,"101, thompsons road, penetanguishene, ontario, L9M0V3"
3321,221,main street,N0M1A0,ailsa craig,ontario,"221, main street, ailsa craig, ontario, N0M1A0"
3322,102,craiglee drive,M1N2M7,toronto,ontario,"102, craiglee drive, toronto, ontario, M1N2M7"
3324,221,main street,N0M1A0,ailsa craig,ontario,"221, main street, ailsa craig, ontario, N0M1A0"
3325,175,rutledge road,L5M0X7,mississauga,ontario,"175, rutledge road, mississauga, ontario, L5M0X7"
3326,2300,eglinton avenue w,L5M2V8,mississauga,ontario,"2300, eglinton avenue w, mississauga, ontario, L5M2V8"
3328,143,mary street,L0M1G0,creemore,ontario,"143, mary street, creemore, ontario, L0M1G0"
3329,5200,corporate drive,L7L7G7,burlington,ontario,"5200, corporate drive, burlington, ontario, L7L7G7"
3330,3,crescent hill drive s,L6S2P2,brampton,ontario,"3, crescent hill drive s, brampton, ontario, L6S2P2"
3332,13570,elginfield road,N0M2J0,lucan,ontario,"13570, elginfield road, lucan, ontario, N0M2J0"
3333,3345,dundas street w,M6P2A6,toronto,ontario,"3345, dundas street w, toronto, ontario, M6P2A6"
3334,500,oliver road,P7B2H1,thunder bay,ontario,"500, oliver road, thunder bay, ontario, P7B2H1"
3336,1286,weston road,M6M4R3,toronto,ontario,"1286, weston road, toronto, ontario, M6M4R3"
6033,37,wilkie street,K8P4E4,belleville,ontario,"37, wilkie street, belleville, ontario, K8P4E4"
3339,106,crown street,K8V6R3,quinte west,ontario,"106, crown street, quinte west, ontario, K8V6R3"
3340,27,avenue kolb,P5N1G2,kapuskasing,ontario,"27, avenue kolb, kapuskasing, ontario, P5N1G2"
3341,2564,market street,K4C1P3,ottawa,ontario,"2564, market street, ottawa, ontario, K4C1P3"
3342,205,cummer avenue,M2M2E8,toronto,ontario,"205, cummer avenue, toronto, ontario, M2M2E8"
3343,22,winookeeda street,K0L1R0,curve lake,ontario,"22, winookeeda street, curve lake, ontario, K0L1R0"
3344,1111,elias street,N5W5L1,london,ontario,"1111, elias street, london, ontario, N5W5L1"
3345,112,willowlea road,K0A1L0,ottawa,ontario,"112, willowlea road, ottawa, ontario, K0A1L0"
3346,877,yonge street,M4W3M2,toronto,ontario,"877, yonge street, toronto, ontario, M4W3M2"
3347,1900,davenport road,M6N1B7,toronto,ontario,"1900, davenport road, toronto, ontario, M6N1B7"
3349,332787,plank line,N4G4H1,tillsonburg,ontario,"332787, plank line, tillsonburg, ontario, N4G4H1"
3350,36,king street,N3T3C5,brantford,ontario,"36, king street, brantford, ontario, N3T3C5"
3351,678,main street e,L8M1K2,hamilton,ontario,"678, main street e, hamilton, ontario, L8M1K2"
3353,20,anne street s,L4N2C6,barrie,ontario,"20, anne street s, barrie, ontario, L4N2C6"
3355,710,southdale road e,N6E1R8,london,ontario,"710, southdale road e, london, ontario, N6E1R8"
3357,150,central avenue,L3M4Z3,grimsby,ontario,"150, central avenue, grimsby, ontario, L3M4Z3"
3358,70,humberline drive,M9W7H3,toronto,ontario,"70, humberline drive, toronto, ontario, M9W7H3"
3359,14737,school house line,N0P2K0,thamesville,ontario,"14737, school house line, thamesville, ontario, N0P2K0"
3360,105,main street of delhi,N4B2L8,delhi,ontario,"105, main street of delhi, delhi, ontario, N4B2L8"
3361,750,gibraltar street,N4B3B3,delhi,ontario,"750, gibraltar street, delhi, ontario, N4B3B3"
3362,80,elgin mills road e,L4C0L3,richmond hill,ontario,"80, elgin mills road e, richmond hill, ontario, L4C0L3"
3363,1459,nottinghill gate,L6M4W1,oakville,ontario,"1459, nottinghill gate, oakville, ontario, L6M4W1"
3364,5351,yonge street,M2N7L5,toronto,ontario,"5351, yonge street, toronto, ontario, M2N7L5"
3365,4180,dundas street w,M8X1X8,toronto,ontario,"4180, dundas street w, toronto, ontario, M8X1X8"
3366,187,wynford drive,M3C0C7,toronto,ontario,"187, wynford drive, toronto, ontario, M3C0C7"
3367,725,gibraltar street,N4B3C7,delhi,ontario,"725, gibraltar street, delhi, ontario, N4B3C7"
3368,645,norfolk street n,N3Y3R2,simcoe,ontario,"645, norfolk street n, simcoe, ontario, N3Y3R2"
3369,1750,russell road,K1G5Z6,ottawa,ontario,"1750, russell road, ottawa, ontario, K1G5Z6"
3370,54,eby street,N0B2N0,saint jacobs,ontario,"54, eby street, saint jacobs, ontario, N0B2N0"
3371,901,riverside drive w,N9A7J6,windsor,ontario,"901, riverside drive w, windsor, ontario, N9A7J6"
3372,200,anemki place,P7J1L6,fort william first nation,ontario,"200, anemki place, fort william first nation, ontario, P7J1L6"
3374,3650,dixie road,L4Y3V9,mississauga,ontario,"3650, dixie road, mississauga, ontario, L4Y3V9"
3375,58,sumach street,M5A3J7,toronto,ontario,"58, sumach street, toronto, ontario, M5A3J7"
3377,948,main street,P0M2N1,dokis,ontario,"948, main street, dokis, ontario, P0M2N1"
3378,854,erie street e,N9A3Y6,windsor,ontario,"854, erie street e, windsor, ontario, N9A3Y6"
3379,52,neilson drive,M9C1V7,toronto,ontario,"52, neilson drive, toronto, ontario, M9C1V7"
3381,975,james street,N4S0A5,woodstock,ontario,"975, james street, woodstock, ontario, N4S0A5"
3382,35,foxden road,M3C2B2,toronto,ontario,"35, foxden road, toronto, ontario, M3C2B2"
3383,20,wynford drive,M3C1J4,north york,ontario,"20, wynford drive, north york, ontario, M3C1J4"
3384,8,the donway e,M3C3R7,toronto,ontario,"8, the donway e, toronto, ontario, M3C3R7"
3385,868,doon village road,N2P3A4,kitchener,ontario,"868, doon village road, kitchener, ontario, N2P3A4"
3386,143,byron avenue,N0L1G5,dorchester,ontario,"143, byron avenue, dorchester, ontario, N0L1G5"
3387,170,sherway drive,M9C1A6,toronto,ontario,"170, sherway drive, toronto, ontario, M9C1A6"
3388,465,morden road,L6K3W6,oakville,ontario,"465, morden road, oakville, ontario, L6K3W6"
3389,6,douglas road,L9P1S9,uxbridge,ontario,"6, douglas road, uxbridge, ontario, L9P1S9"
3390,277,plymouth road,L3B6E3,welland,ontario,"277, plymouth road, welland, ontario, L3B6E3"
3391,501,st george street,N0A1N0,port dover,ontario,"501, st george street, port dover, ontario, N0A1N0"
3392,124,dowling avenue,M6K3A6,toronto,ontario,"124, dowling avenue, toronto, ontario, M6K3A6"
3393,3595,keele street,M3J1M7,toronto,ontario,"3595, keele street, toronto, ontario, M3J1M7"
3394,277,stone church road e,L9B1B1,hamilton,ontario,"277, stone church road e, hamilton, ontario, L9B1B1"
3395,82,river street,L0C1H0,sunderland,ontario,"82, river street, sunderland, ontario, L0C1H0"
3396,29,king street,P8N2Z3,dryden,ontario,"29, king street, dryden, ontario, P8N2Z3"
3399,1,elizabeth street,L9W7N7,orangeville,ontario,"1, elizabeth street, orangeville, ontario, L9W7N7"
3400,167,centre street,L9V3R8,shelburne,ontario,"167, centre street, shelburne, ontario, L9V3R8"
3401,151,centre street,L9V3R7,shelburne,ontario,"151, centre street, shelburne, ontario, L9V3R7"
3403,329,gordon street,N1G1X7,guelph,ontario,"329, gordon street, guelph, ontario, N1G1X7"
3404,2,king street w,L9H6Z1,hamilton,ontario,"2, king street w, hamilton, ontario, L9H6Z1"
3405,4353,county road 31,K0C2H0,williamsburg,ontario,"4353, county road 31, williamsburg, ontario, K0C2H0"
3406,533,clarence street,K0C2K0,winchester,ontario,"533, clarence street, winchester, ontario, K0C2K0"
3407,33,main street,L9H2P7,hamilton,ontario,"33, main street, hamilton, ontario, L9H2P7"
3408,39,mary street,L8R3L8,hamilton,ontario,"39, mary street, hamilton, ontario, L8R3L8"
3636,26,elgin street,L1C3C8,bowmanville,ontario,"26, elgin street, bowmanville, ontario, L1C3C8"
3637,264,king street e,L1C1P9,bowmanville,ontario,"264, king street e, bowmanville, ontario, L1C1P9"
3411,115,grassmere avenue,L1H3X7,oshawa,ontario,"115, grassmere avenue, oshawa, ontario, L1H3X7"
3412,1650,dundas street e,L1N2K8,whitby,ontario,"1650, dundas street e, whitby, ontario, L1N2K8"
3413,1525,nichol avenue,L1N8R5,whitby,ontario,"1525, nichol avenue, whitby, ontario, L1N8R5"
3414,605,rossland road e,L1N0B2,whitby,ontario,"605, rossland road e, whitby, ontario, L1N0B2"
3415,38,black diamond road,K0K1K0,belleville,ontario,"38, black diamond road, belleville, ontario, K0K1K0"
3416,329,eagle street,L3Y1K3,newmarket,ontario,"329, eagle street, newmarket, ontario, L3Y1K3"
3417,25,spruce street,P0V1T0,ear falls,ontario,"25, spruce street, ear falls, ontario, P0V1T0"
3418,1390,highbury avenue n,N5Y0B6,london,ontario,"1390, highbury avenue n, london, ontario, N5Y0B6"
3419,1619,queen street e,M4L1G4,toronto,ontario,"1619, queen street e, toronto, ontario, M4L1G4"
3420,520,ellesmere road,M1R0B1,toronto,ontario,"520, ellesmere road, toronto, ontario, M1R0B1"
3421,45,main street,N0B1T0,erin,ontario,"45, main street, erin, ontario, N0B1T0"
3422,6,thompson crescent,N0B1T0,erin,ontario,"6, thompson crescent, erin, ontario, N0B1T0"
3423,2,thorncliffe park drive,M4H1H2,toronto,ontario,"2, thorncliffe park drive, toronto, ontario, M4H1H2"
3424,1245,danforth avenue,M4J1M8,toronto,ontario,"1245, danforth avenue, toronto, ontario, M4J1M8"
3425,1000,pitt street,K6J5T1,cornwall,ontario,"1000, pitt street, cornwall, ontario, K6J5T1"
3426,3095,saint joseph boulevard,K1E3W6,ottawa,ontario,"3095, saint joseph boulevard, ottawa, ontario, K1E3W6"
3427,1980,ogilvie road,K1J8M6,ottawa,ontario,"1980, ogilvie road, ottawa, ontario, K1J8M6"
3428,62,big bend avenue,P0H1Z0,powassan,ontario,"62, big bend avenue, powassan, ontario, P0H1Z0"
3431,86,blake street,M4J3C9,toronto,ontario,"86, blake street, toronto, ontario, M4J3C9"
3432,420,the east mall,M9B3Z9,toronto,ontario,"420, the east mall, toronto, ontario, M9B3Z9"
3433,196,beverley street,M5T1Z1,toronto,ontario,"196, beverley street, toronto, ontario, M5T1Z1"
3434,5016,wellington county road 29,N1H6H8,guelph,ontario,"5016, wellington county road 29, guelph, ontario, N1H6H8"
3436,38,everett street,K8P3K2,belleville,ontario,"38, everett street, belleville, ontario, K8P3K2"
3437,190,stanley avenue,N7M3J9,chatham-kent,ontario,"190, stanley avenue, chatham-kent, ontario, N7M3J9"
3439,428,broad street w,N1A1T3,dunnville,ontario,"428, broad street w, dunnville, ontario, N1A1T3"
3440,30,bell street,K0J1T0,eganville,ontario,"30, bell street, eganville, ontario, K0J1T0"
3441,40,old kingston road,M1E3J5,toronto,ontario,"40, old kingston road, toronto, ontario, M1E3J5"
3443,317,bloomfield main street prince,K0K1G0,edward,ontario,"317, bloomfield main street prince, edward, ontario, K0K1G0"
3444,380,first avenue n,N0G1L0,chesley,ontario,"380, first avenue n, chesley, ontario, N0G1L0"
3447,182,yorkland street,L4S2M9,richmond hill,ontario,"182, yorkland street, richmond hill, ontario, L4S2M9"
3448,3838,bloor street w,M9B1L1,toronto,ontario,"3838, bloor street w, toronto, ontario, M9B1L1"
3449,2100,main street,P3N1S7,sudbury,ontario,"2100, main street, sudbury, ontario, P3N1S7"
3450,31,nova scotia walk,P5A1Y9,elliot lake,ontario,"31, nova scotia walk, elliot lake, ontario, P5A1Y9"
3452,35,elm grove avenue,M6K2J2,toronto,ontario,"35, elm grove avenue, toronto, ontario, M6K2J2"
3453,46,elmwood place,N6J1J2,london,ontario,"46, elmwood place, london, ontario, N6J1J2"
3454,1400,carling avenue,K1Z7L8,ottawa,ontario,"1400, carling avenue, ottawa, ontario, K1Z7L8"
3455,5807,ferry street,L2G1S8,niagara falls,ontario,"5807, ferry street, niagara falls, ontario, L2G1S8"
3456,2562,eglinton avenue w,M6M1T4,toronto,ontario,"2562, eglinton avenue w, toronto, ontario, M6M1T4"
3458,83,glencairn avenue,K1S1M5,ottawa,ontario,"83, glencairn avenue, ottawa, ontario, K1S1M5"
3459,224,ward street,L1A0C5,port hope,ontario,"224, ward street, port hope, ontario, L1A0C5"
3460,425,fraser street,P1B3X1,north bay,ontario,"425, fraser street, north bay, ontario, P1B3X1"
3461,131,charlotte street,K9J2T6,peterborough,ontario,"131, charlotte street, peterborough, ontario, K9J2T6"
3462,344,west street n,L3V5E3,orillia,ontario,"344, west street n, orillia, ontario, L3V5E3"
3463,63,fifth street,P0J1H0,englehart,ontario,"63, fifth street, englehart, ontario, P0J1H0"
3465,745,montreal road,K1K0T1,ottawa,ontario,"745, montreal road, ottawa, ontario, K1K0T1"
3467,712,richmond street,N7M5K4,chatham-kent,ontario,"712, richmond street, chatham-kent, ontario, N7M5K4"
3468,180,riverview drive,N7M5Z8,chatham-kent,ontario,"180, riverview drive, chatham-kent, ontario, N7M5Z8"
3470,2132,dundas street w,L5K2K7,mississauga,ontario,"2132, dundas street w, mississauga, ontario, L5K2K7"
3471,67,bruce street s,N0H2P0,the blue mountains,ontario,"67, bruce street s, the blue mountains, ontario, N0H2P0"
3472,67,bruce street s,N0H2P0,the blue mountains,ontario,"67, bruce street s, the blue mountains, ontario, N0H2P0"
3473,801,mckinnon drive,P5E1T2,espanola,ontario,"801, mckinnon drive, espanola, ontario, P5E1T2"
3477,35,victoria avenue,N8M1M4,essex,ontario,"35, victoria avenue, essex, ontario, N8M1M4"
3479,32,russell street,N8M1G3,essex,ontario,"32, russell street, essex, ontario, N8M1G3"
3480,10606,mclaughlin road n,L7A0C9,brampton,ontario,"10606, mclaughlin road n, brampton, ontario, L7A0C9"
3481,400,the east mall,M9B3Z9,toronto,ontario,"400, the east mall, toronto, ontario, M9B3Z9"
3482,2245,lawrence avenue w,M9P3W3,toronto,ontario,"2245, lawrence avenue w, toronto, ontario, M9P3W3"
3484,63,evans avenue,M8Z1H4,toronto,ontario,"63, evans avenue, toronto, ontario, M8Z1H4"
3485,820,scollard court,L5V0A1,mississauga,ontario,"820, scollard court, mississauga, ontario, L5V0A1"
3487,550,cummer avenue,M2K2M2,toronto,ontario,"550, cummer avenue, toronto, ontario, M2K2M2"
3488,7891,mclaughlin road,L6Y5H8,brampton,ontario,"7891, mclaughlin road, brampton, ontario, L6Y5H8"
3489,130,new densmore road,K9A5W2,cobourg,ontario,"130, new densmore road, cobourg, ontario, K9A5W2"
3490,281,falconbridge road,P3A5K4,sudbury,ontario,"281, falconbridge road, sudbury, ontario, P3A5K4"
3491,60,guildwood parkway,M1E1N9,toronto,ontario,"60, guildwood parkway, toronto, ontario, M1E1N9"
3492,167,park street,K0M1S0,haliburton,ontario,"167, park street, haliburton, ontario, K0M1S0"
3493,9,lindsay court,L7G6G9,halton hills,ontario,"9, lindsay court, halton hills, ontario, L7G6G9"
3494,90,chedmac drive,L9C7S6,hamilton,ontario,"90, chedmac drive, hamilton, ontario, L9C7S6"
3495,45,ontario street,P5N2Y5,kapuskasing,ontario,"45, ontario street, kapuskasing, ontario, P5N2Y5"
3496,125,colborne street e,K9V6J2,kawartha lakes,ontario,"125, colborne street e, kawartha lakes, ontario, K9V6J2"
3497,309,queen mary road,K7M6P4,kingston,ontario,"309, queen mary road, kingston, ontario, K7M6P4"
3498,155,government road e,P2N3P4,kirkland lake,ontario,"155, government road e, kirkland lake, ontario, P2N3P4"
3499,19,fraser street,K0L2H0,harcourt,ontario,"19, fraser street, harcourt, ontario, K0L2H0"
3500,1715,montreal road,K1J6N4,ottawa,ontario,"1715, montreal road, ottawa, ontario, K1J6N4"
3501,860,waterloo street,N6A3W6,london,ontario,"860, waterloo street, london, ontario, N6A3W6"
3502,650,northern avenue,P6B4J3,sault ste marie,ontario,"650, northern avenue, sault ste marie, ontario, P6B4J3"
3503,1865,baseline road,K2C3K6,ottawa,ontario,"1865, baseline road, ottawa, ontario, K2C3K6"
3504,855,john watt boulevard,L5W1G2,mississauga,ontario,"855, john watt boulevard, mississauga, ontario, L5W1G2"
3505,99,new orchard avenue,K2B5E6,ottawa,ontario,"99, new orchard avenue, ottawa, ontario, K2B5E6"
3506,82,park road n,L1J4L1,oshawa,ontario,"82, park road n, oshawa, ontario, L1J4L1"
3507,860,alexander court,K9J6B4,peterborough,ontario,"860, alexander court, peterborough, ontario, K9J6B4"
3508,360,croft street,L1A4K8,port hope,ontario,"360, croft street, port hope, ontario, L1A4K8"
3509,4551,east road,N5L1J6,port stanley,ontario,"4551, east road, port stanley, ontario, N5L1J6"
3510,551,conlins road,M1B5S1,toronto,ontario,"551, conlins road, toronto, ontario, M1B5S1"
3511,3830,lawrence avenue e,M1G1R6,toronto,ontario,"3830, lawrence avenue e, toronto, ontario, M1G1R6"
3512,1255,north talbot road,N9G3A4,windsor,ontario,"1255, north talbot road, windsor, ontario, N9G3A4"
3513,283,pelham road,L2S1X7,st catharines,ontario,"283, pelham road, st catharines, ontario, L2S1X7"
3514,114,starwood road,K2G3N5,ottawa,ontario,"114, starwood road, ottawa, ontario, K2G3N5"
3515,2475,st alphonse street,N8N2X2,tecumseh,ontario,"2475, st alphonse street, tecumseh, ontario, N8N2X2"
3516,62,st-jean avenue,P4R0A6,timmins,ontario,"62, st-jean avenue, timmins, ontario, P4R0A6"
3517,143,bruce street,P0J1K0,temiskaming shores,ontario,"143, bruce street, temiskaming shores, ontario, P0J1K0"
3518,39,van daele street,P6B4V3,sault ste marie,ontario,"39, van daele street, sault ste marie, ontario, P6B4V3"
3519,2179,elmira drive,K2C3S1,ottawa,ontario,"2179, elmira drive, ottawa, ontario, K2C3S1"
3520,333,york street,P3E5J3,sudbury,ontario,"333, york street, sudbury, ontario, P3E5J3"
3523,733,third line e,P6A7C1,sault ste marie,ontario,"733, third line e, sault ste marie, ontario, P6A7C1"
3524,17,lombardo drive,K2L4E8,ottawa,ontario,"17, lombardo drive, ottawa, ontario, K2L4E8"
3525,1934,dufferin avenue,N8A4M2,chatham-kent,ontario,"1934, dufferin avenue, chatham-kent, ontario, N8A4M2"
3526,10,fairfield avenue,M8V2H9,toronto,ontario,"10, fairfield avenue, toronto, ontario, M8V2H9"
3527,881,dutton road,K9H7S4,peterborough,ontario,"881, dutton road, peterborough, ontario, K9H7S4"
3529,2069,battersea road,K0H1S0,kingston,ontario,"2069, battersea road, kingston, ontario, K0H1S0"
3530,14,mill street,P1H2A4,huntsville,ontario,"14, mill street, huntsville, ontario, P1H2A4"
3531,632,dundas street w,L1N5S3,whitby,ontario,"632, dundas street w, whitby, ontario, L1N5S3"
3532,605,rossland road e,L1N6A3,whitby,ontario,"605, rossland road e, whitby, ontario, L1N6A3"
3533,75,spring street,K0A1A0,mississippi mills,ontario,"75, spring street, mississippi mills, ontario, K0A1A0"
3534,515,langs drive,N3H5E4,cambridge,ontario,"515, langs drive, cambridge, ontario, N3H5E4"
4717,726,new hampshire street,N2K4M1,waterloo,ontario,"726, new hampshire street, waterloo, ontario, N2K4M1"
3537,14,cross street,M6J1S8,toronto,ontario,"14, cross street, toronto, ontario, M6J1S8"
3538,799,concession road,N3H4L1,cambridge,ontario,"799, concession road, cambridge, ontario, N3H4L1"
3539,7900,mclaughlin road s,L6Y5A7,brampton,ontario,"7900, mclaughlin road s, brampton, ontario, L6Y5A7"
3540,44,william street w,L1G1J9,oshawa,ontario,"44, william street w, oshawa, ontario, L1G1J9"
3541,7700,hurontario street,L6Y4M3,brampton,ontario,"7700, hurontario street, brampton, ontario, L6Y4M3"
3542,109,surrey street e,N1H3P7,guelph,ontario,"109, surrey street e, guelph, ontario, N1H3P7"
3543,1086,modeland road,N7S6L2,sarnia,ontario,"1086, modeland road, sarnia, ontario, N7S6L2"
3544,540,george street n,K9H3S2,peterborough,ontario,"540, george street n, peterborough, ontario, K9H3S2"
3545,4270,innes road,L4A5E6,ottawa,ontario,"4270, innes road, ottawa, ontario, L4A5E6"
3546,50,adelaide street s,N7M6K7,chatham-kent,ontario,"50, adelaide street s, chatham-kent, ontario, N7M6K7"
3547,125,woodward avenue,N6H2H1,london,ontario,"125, woodward avenue, london, ontario, N6H2H1"
3548,355,church street,M5B1Z8,toronto,ontario,"355, church street, toronto, ontario, M5B1Z8"
3549,142,waterloo street s,N5A4B4,stratford,ontario,"142, waterloo street s, stratford, ontario, N5A4B4"
3550,1770,langlois avenue,N8X4M5,windsor,ontario,"1770, langlois avenue, windsor, ontario, N8X4M5"
3551,312,parkdale avenue,K1Y4X5,ottawa,ontario,"312, parkdale avenue, ottawa, ontario, K1Y4X5"
3552,20,bredin parkway,L9W4Z9,orangeville,ontario,"20, bredin parkway, orangeville, ontario, L9W4Z9"
3553,44,wychwood crescent,K0M1N0,kawartha lakes,ontario,"44, wychwood crescent, kawartha lakes, ontario, K0M1N0"
3554,164,fergus avenue,N2A2H2,kitchener,ontario,"164, fergus avenue, kitchener, ontario, N2A2H2"
3555,437,first avenue,N0N1R0,petrolia,ontario,"437, first avenue, petrolia, ontario, N0N1R0"
3557,1000,ellesmere road,M1P5G2,toronto,ontario,"1000, ellesmere road, toronto, ontario, M1P5G2"
3558,490,sherbourne street,M4X1K9,toronto,ontario,"490, sherbourne street, toronto, ontario, M4X1K9"
3560,233,fourth avenue,P3B4C3,sudbury,ontario,"233, fourth avenue, sudbury, ontario, P3B4C3"
3563,360,king street e,L8N3Y2,hamilton,ontario,"360, king street e, hamilton, ontario, L8N3Y2"
3564,10,gateway boulevard,M3C3A1,toronto,ontario,"10, gateway boulevard, toronto, ontario, M3C3A1"
3565,33,first street,P0T2J0,nipigon,ontario,"33, first street, nipigon, ontario, P0T2J0"
3566,60,westheights drive,N2N2A8,kitchener,ontario,"60, westheights drive, kitchener, ontario, N2N2A8"
